648000					27.2
656000					27.1
664000					27.0
672000					27.0
680000					27.2
688000					27.0
696000					27.2
704000					27.4
712000					27.4
720000					27.3
728000					27.3
736000					27.3
744000					27.4
752000					27.2
760000					27.4
768000					27.3
776000					27.4
784000					27.5
792000					27.5
800000					27.2
808000					27.5
816000					27.3
824000					27.6
832000					27.3
840000					27.4
848000					27.4
856000					27.6
864000					27.5
872000					27.6
880000					27.6
888000					27.5
896000					27.6
904000					27.7
912000					27.6
920000					27.6
928000					27.6
936000					27.6
944000					27.5
952000					27.7
960000					27.7
968000					27.7
976000					27.8
984000					27.7
992000					27.7
1000000					27.7
1008000					27.7
1016000					27.9
1024000					27.7
1032000					27.9
1040000					27.9
1048000					27.9
1056000					27.8
1064000					27.8
1072000					27.8
1080000					27.8
1088000					27.9
1096000					28.0
1104000					28.0
1112000					28.0
1120000					27.8
1128000					27.9
1136000					27.9
1144000					27.9
1152000					27.8
1160000					28.0
1168000					27.9
