tokens	nar	ctc_beam_10	ar_greedy	ar_beam_5
11	0.258	0.389	1.1415657997131348	2.1938891410827637
23	0.309	0.44799999999999995	1.5449836254119873	2.8308591842651367
12	0.324	0.46799999999999997	1.3188834190368652	2.6144111156463623
6	0.20400000000000001	0.319	0.49236202239990234	0.8517284393310547
13	0.267	0.401	0.7926161289215088	1.8790092468261719
24	0.314	0.511	1.6702067852020264	3.951317548751831
28	0.317	0.5489999999999999	1.794585943222046	3.9894328117370605
14	0.27	0.397	1.103813886642456	2.3744494915008545
20	0.35	0.554	1.577296495437622	3.219782590866089
26	0.32399999999999995	0.573	1.593501091003418	3.6301047801971436
5	0.222	0.254	0.5164737701416016	0.9715633392333984
10	0.253	0.33499999999999996	0.954782247543335	1.6352574825286865
30	0.378	0.616	1.8558673858642578	4.896236896514893
21	0.311	0.524	1.347078561782837	2.827545642852783
38	0.5579999999999999	0.97	2.9528286457061768	7.757411479949951
30	0.361	0.638	2.0598909854888916	4.876184940338135
23	0.332	0.55	1.614072322845459	3.2761166095733643
8	0.22899999999999998	0.32399999999999995	0.9264397621154785	1.5385620594024658
17	0.295	0.481	1.2484285831451416	2.5501766204833984
9	0.378	0.612	2.9431402683258057	8.986896753311157
11	0.256	0.41700000000000004	0.7377908229827881	1.3129749298095703
8	0.22699999999999998	0.307	0.6640570163726807	1.0886664390563965
22	0.30400000000000005	0.53	1.3836870193481445	3.1451175212860107
5	0.214	0.279	0.4708712100982666	0.872037410736084
4	0.223	0.269	0.49194836616516113	0.7184231281280518
11	0.224	0.322	0.7663419246673584	1.2138381004333496
15	0.278	0.465	1.1648147106170654	2.657137393951416
23	0.31	0.616	1.642996072769165	3.5219993591308594
11	0.226	0.305	0.8724827766418457	1.6059565544128418
9	0.344	0.562	2.010389804840088	4.475520610809326
23	0.44499999999999995	0.813	3.0581319332122803	7.558303356170654
33	0.432	0.8380000000000001	2.5225367546081543	5.668786525726318
11	0.438	0.8580000000000001	2.7265238761901855	8.480956554412842
29	0.367	0.6930000000000001	2.021820306777954	4.748845338821411
27	0.353	0.631	1.9520535469055176	4.212147235870361
23	0.351	0.514	1.6503839492797852	3.576138973236084
4	0.246	0.317	0.570868968963623	1.2277767658233643
6	0.221	0.274	0.5222065448760986	0.9186015129089355
27	0.486	0.7789999999999999	2.531463384628296	6.045647144317627
33	0.392	0.7809999999999999	2.672882318496704	6.55914568901062
45	0.478	0.8979999999999999	3.0744402408599854	8.17013955116272
35	0.5640000000000001	0.9670000000000001	3.654191493988037	10.909032106399536
17	0.291	0.45799999999999996	1.2333452701568604	2.5598714351654053
30	0.359	0.6970000000000001	1.9735710620880127	3.919400930404663
19	0.344	0.5660000000000001	2.289377212524414	5.204352140426636
32	0.42700000000000005	0.7070000000000001	2.6269314289093018	6.743157625198364
3	0.42300000000000004	0.613	2.01112961769104	4.496506452560425
22	0.29600000000000004	0.515	1.5387091636657715	3.1563704013824463
27	0.388	0.7290000000000001	2.9014062881469727	7.177149772644043
16	0.298	0.466	1.2352194786071777	2.633871078491211
22	0.36	0.613	1.677349328994751	3.820871114730835
27	0.388	0.616	1.6823627948760986	4.1022560596466064
13	0.292	0.471	1.4548876285552979	2.730559825897217
8	0.24	0.315	0.7800512313842773	1.366255521774292
29	0.44699999999999995	0.796	2.8870794773101807	7.294399261474609
31	0.381	0.634	2.0960586071014404	4.795286417007446
25	0.402	0.7	2.532262086868286	5.916802406311035
9	0.252	0.39	1.049346685409546	2.143016815185547
28	0.317	0.56	1.8604199886322021	3.524243116378784
15	0.277	0.488	1.6188805103302002	3.2950048446655273
4	0.191	0.303	0.42391300201416016	0.8003718852996826
22	0.322	0.54	1.9204316139221191	4.1155712604522705
32	0.5920000000000001	1.196	4.309917449951172	11.984039306640625
6	0.251	0.276	0.5509257316589355	1.0272302627563477
2	0.31	0.367	0.9919240474700928	1.9032769203186035
8	0.344	0.478	1.5460999011993408	3.1787049770355225
23	0.417	0.634	2.4680402278900146	5.485048532485962
20	0.314	0.40800000000000003	1.2899999618530273	2.593437671661377
6	0.236	0.3	0.6112825870513916	1.034599781036377
27	0.42600000000000005	0.657	2.4797160625457764	6.139647960662842
2	0.21300000000000002	0.212	0.501899242401123	0.8062775135040283
44	0.542	1.074	4.224920749664307	13.7265465259552
18	0.369	0.524	1.701228380203247	4.22322154045105
15	0.33399999999999996	0.469	1.1186738014221191	2.4559738636016846
10	0.27	0.33999999999999997	0.8347461223602295	1.530928134918213
42	0.5780000000000001	1.029	4.1310601234436035	15.763426065444946
26	0.353	0.588	2.3805952072143555	6.216497898101807
27	0.45899999999999996	0.7889999999999999	3.1303975582122803	8.83057975769043
27	0.374	0.636	2.0125858783721924	4.350733041763306
13	0.273	0.36	0.8320050239562988	1.6164071559906006
24	0.344	0.5780000000000001	1.6615979671478271	3.6633760929107666
17	0.272	0.446	1.2966291904449463	2.7484302520751953
22	0.29300000000000004	0.49	1.2945361137390137	2.8623757362365723
41	0.486	0.893	2.881734848022461	7.853682041168213
37	0.389	0.75	2.4687600135803223	5.948428392410278
16	0.248	0.40700000000000003	1.0459556579589844	1.932410717010498
7	0.239	0.334	0.7617878913879395	1.4109487533569336
25	0.345	0.606	1.9636147022247314	4.243190765380859
24	0.395	0.6080000000000001	1.7542247772216797	4.0397703647613525
12	0.3	0.423	0.834735631942749	1.712324857711792
43	0.471	0.8480000000000001	3.3201658725738525	8.708369255065918
24	0.308	0.52	1.748215675354004	3.682940721511841
15	0.274	0.395	0.9281318187713623	1.6972603797912598
30	0.376	0.5940000000000001	2.348344326019287	5.5803821086883545
28	0.40700000000000003	0.63	1.7874948978424072	3.7456812858581543
18	0.28200000000000003	0.439	1.2460389137268066	2.492795467376709
30	0.34400000000000003	0.623	2.519866704940796	5.568175792694092
15	0.267	0.376	0.9017329216003418	1.9033589363098145
31	0.395	0.717	2.494305372238159	5.495953321456909
26	0.308	0.571	1.9151487350463867	4.258930921554565
47	0.46299999999999997	0.9079999999999999	3.592059373855591	9.218193531036377
11	0.297	0.463	1.423760175704956	3.0418057441711426
19	0.403	0.684	2.874546527862549	7.044810056686401
1	0.322	0.5720000000000001	2.1293785572052	4.745193004608154
27	0.413	0.7450000000000001	2.43709659576416	6.882677793502808
30	0.372	0.7150000000000001	2.293072462081909	5.165999174118042
9	0.309	0.491	1.2136800289154053	2.4776954650878906
21	0.339	0.612	1.8352723121643066	3.650174379348755
14	0.301	0.40900000000000003	1.132066249847412	2.1534957885742188
8	0.254	0.307	0.7796401977539062	1.4570109844207764
7	0.237	0.296	0.6396355628967285	1.10398530960083
9	0.23500000000000001	0.321	0.8667845726013184	2.002215623855591
14	0.26	0.402	1.1446850299835205	2.1897952556610107
13	0.248	0.379	1.0555846691131592	2.02770733833313
11	0.268	0.44999999999999996	1.0175039768218994	2.035162925720215
9	0.487	0.9319999999999999	3.2584104537963867	7.694252967834473
15	0.301	0.487	0.9445371627807617	2.0573549270629883
13	0.268	0.33599999999999997	0.8114616870880127	1.4502441883087158
24	0.399	0.638	2.245981454849243	4.8055808544158936
10	0.248	0.317	0.7585575580596924	1.462785243988037
18	0.33299999999999996	0.494	1.105020523071289	2.142793655395508
28	0.379	0.67	2.299480676651001	5.319391965866089
24	0.33499999999999996	0.552	1.6350147724151611	3.8626441955566406
29	0.42600000000000005	0.761	2.1521289348602295	4.961657285690308
23	0.387	0.534	1.5724196434020996	3.5221705436706543
23	0.413	0.621	1.7324697971343994	3.4566738605499268
23	0.308	0.59	1.5463714599609375	3.0232863426208496
31	0.356	0.643	1.9716508388519287	4.486485719680786
27	0.399	0.726	2.653473138809204	7.923349857330322
45	0.421	0.794	3.2965641021728516	8.60345983505249
14	0.336	0.596	1.9410500526428223	4.479888677597046
6	0.29	0.381	1.0034403800964355	1.9395530223846436
12	0.33299999999999996	0.447	1.3931012153625488	2.7148663997650146
19	0.319	0.486	1.4137508869171143	2.5385854244232178
27	0.401	0.656	2.1934027671813965	5.069981098175049
17	0.311	0.5409999999999999	1.1399970054626465	3.4087138175964355
4	0.318	0.351	0.8947169780731201	1.7361457347869873
19	0.377	0.494	1.5225248336791992	3.486945867538452
23	0.442	0.802	2.5790650844573975	6.331406354904175
13	0.317	0.448	1.4620227813720703	3.1869537830352783
2	0.223	0.27	0.5087535381317139	0.7576174736022949
2	0.418	0.745	3.030332565307617	7.412692546844482
33	0.523	0.821	1.5982749462127686	7.248510837554932
19	0.348	0.489	1.3782250881195068	3.364132881164551
26	0.43899999999999995	0.8069999999999999	3.176124095916748	7.801957368850708
25	0.38699999999999996	0.721	3.3398139476776123	8.564913749694824
12	0.284	0.434	1.4508733749389648	2.8581647872924805
24	0.355	0.74	2.334076404571533	4.668552875518799
9	0.261	0.41000000000000003	1.3703041076660156	3.4109835624694824
8	0.296	0.501	1.2850370407104492	2.865119457244873
8	0.242	0.29700000000000004	0.566537618637085	1.1615724563598633
6	0.28	0.44799999999999995	0.811511754989624	1.695446252822876
9	0.247	0.311	0.8219482898712158	1.390746831893921
16	0.261	0.379	1.0812325477600098	2.026179313659668
11	0.311	0.488	1.8893754482269287	3.803361654281616
13	0.26	0.388	1.002424716949463	1.7825915813446045
31	0.421	0.69	2.1991610527038574	5.063527822494507
14	0.33599999999999997	0.512	1.359727382659912	2.6661322116851807
20	0.442	0.821	2.883859157562256	7.430926561355591
12	0.358	0.618	1.861445665359497	4.050118446350098
14	0.308	0.476	1.4855000972747803	3.233016014099121
3	0.394	0.6719999999999999	2.222752094268799	4.672722816467285
6	0.294	0.41700000000000004	1.149348258972168	3.043776035308838
30	0.40199999999999997	0.8619999999999999	2.5991201400756836	6.207210063934326
9	0.257	0.317	0.6805274486541748	1.1420917510986328
19	0.33999999999999997	0.489	1.288710117340088	2.3520348072052
13	0.312	0.45699999999999996	1.1255624294281006	2.3913910388946533
11	0.264	0.372	0.8208849430084229	1.4893832206726074
20	0.373	0.63	1.8423423767089844	4.085866212844849
6	0.25	0.33599999999999997	0.8664059638977051	1.65250563621521
33	0.40099999999999997	0.72	2.2928061485290527	6.722333908081055
11	0.236	0.349	0.7919120788574219	1.6555442810058594
20	0.3	0.522	2.0565943717956543	4.02117919921875
15	0.291	0.478	1.1013054847717285	2.2244486808776855
22	0.31	0.5509999999999999	1.6006054878234863	3.9322662353515625
9	0.242	0.344	1.1129837036132812	2.2649285793304443
35	0.44000000000000006	0.72	2.6128203868865967	6.242519855499268
12	0.28500000000000003	0.442	1.097503423690796	2.125520944595337
6	0.222	0.32	0.7905771732330322	1.466822624206543
12	0.256	0.40900000000000003	1.1054561138153076	2.141861915588379
18	0.276	0.46399999999999997	1.3429419994354248	2.6996588706970215
11	0.25	0.372	0.8427526950836182	1.6424825191497803
13	0.261	0.38	1.1438379287719727	1.7177624702453613
9	0.22499999999999998	0.299	0.6368801593780518	1.2656135559082031
22	0.326	0.603	2.0673389434814453	4.492159605026245
27	0.33799999999999997	0.643	2.2074315547943115	4.823962926864624
14	0.28	0.43200000000000005	1.2506787776947021	2.464778184890747
10	0.319	0.5349999999999999	1.7939879894256592	3.8166093826293945
17	0.332	0.46399999999999997	1.479050636291504	2.1776721477508545
18	0.353	0.5269999999999999	1.5731918811798096	3.304180383682251
5	0.259	0.329	0.8323078155517578	1.489433765411377
13	0.276	0.42200000000000004	1.0782029628753662	2.1118452548980713
30	0.37	0.675	2.46540904045105	5.557536840438843
11	0.24300000000000002	0.361	0.9958677291870117	1.8645906448364258
11	0.318	0.527	1.5331659317016602	3.003326416015625
40	0.45699999999999996	0.778	2.904499053955078	7.720273733139038
21	0.41500000000000004	0.7809999999999999	2.2711057662963867	5.4394659996032715
11	0.265	0.394	1.0071437358856201	2.1162221431732178
22	0.358	0.639	1.6864650249481201	3.965092420578003
12	0.261	0.35	0.839949369430542	1.6032569408416748
20	0.32	0.47	1.5941638946533203	3.2080256938934326
21	0.347	0.5800000000000001	1.9519870281219482	4.187832832336426
27	0.425	0.8240000000000001	2.458381175994873	5.895847320556641
11	0.238	0.33699999999999997	0.7601685523986816	1.3760778903961182
37	0.473	0.96	3.5146520137786865	9.076440334320068
10	0.42	0.742	2.221463203430176	7.153562307357788
26	0.40399999999999997	0.704	2.2056798934936523	5.073842525482178
13	0.289	0.40700000000000003	1.2052652835845947	2.166059732437134
44	0.469	0.9319999999999999	3.273195505142212	8.620828866958618
39	0.45699999999999996	0.796	3.103756904602051	7.7298383712768555
18	0.379	0.758	2.422370195388794	7.63580060005188
24	0.486	0.948	3.287137746810913	8.380498170852661
6	0.30900000000000005	0.318	0.7049577236175537	1.2211112976074219
11	0.28200000000000003	0.403	0.939328670501709	1.7376153469085693
8	0.22799999999999998	0.298	0.5771572589874268	1.0749807357788086
22	0.321	0.5720000000000001	1.5086286067962646	3.0817885398864746
21	0.264	0.44299999999999995	1.4225776195526123	2.5749337673187256
2	0.41000000000000003	0.707	2.1766390800476074	4.947351455688477
16	0.28400000000000003	0.403	1.0576817989349365	1.9640886783599854
12	0.243	0.344	0.7732498645782471	1.3928577899932861
19	0.328	0.534	1.641084909439087	3.2052736282348633
7	0.248	0.274	0.5956559181213379	0.9466772079467773
13	0.322	0.425	1.371462345123291	2.6001386642456055
6	0.228	0.28900000000000003	0.4709646701812744	0.7684547901153564
3	0.20500000000000002	0.244	0.3512704372406006	0.46134352684020996
7	0.21000000000000002	0.236	0.5993289947509766	0.9063138961791992
42	0.489	0.9259999999999999	3.007430076599121	7.476871967315674
8	0.238	0.34400000000000003	0.6480996608734131	1.1473450660705566
16	0.323	0.445	1.0893962383270264	2.4535608291625977
24	0.43799999999999994	0.7729999999999999	2.3363189697265625	5.833159685134888
28	0.339	0.697	2.204955577850342	5.461481094360352
23	0.406	0.704	1.9464924335479736	4.027514934539795
26	0.362	0.651	1.940540075302124	4.075953960418701
2	0.271	0.429	1.1247892379760742	1.740032434463501
16	0.255	0.385	0.8873770236968994	1.6946945190429688
27	0.37	0.677	1.8974273204803467	4.271044969558716
2	0.302	0.493	1.2831337451934814	3.8326239585876465
9	0.28700000000000003	0.37	0.7348337173461914	1.356126070022583
4	0.23	0.316	0.55680251121521	1.1030840873718262
6	0.21300000000000002	0.28600000000000003	0.5557255744934082	0.8398666381835938
5	0.19999999999999998	0.25	0.45467567443847656	0.6789093017578125
7	0.199	0.275	0.5514650344848633	1.0597453117370605
6	0.20800000000000002	0.269	0.558384895324707	0.7458491325378418
3	0.256	0.445	1.042832374572754	2.0073397159576416
7	0.203	0.262	0.627305269241333	0.9560675621032715
7	0.20900000000000002	0.262	0.5693602561950684	1.0900328159332275
6	0.22699999999999998	0.263	0.5319862365722656	0.7555911540985107
8	0.256	0.302	0.7322099208831787	1.2727253437042236
5	0.23399999999999999	0.273	0.5112640857696533	0.7552216053009033
25	0.352	0.518	1.5809149742126465	3.274463176727295
18	0.286	0.41800000000000004	1.2833354473114014	2.5712242126464844
5	0.203	0.264	0.4384138584136963	0.8289473056793213
5	0.21300000000000002	0.261	0.5580284595489502	0.8267042636871338
7	0.21300000000000002	0.292	0.6581029891967773	1.2916796207427979
5	0.255	0.375	1.1256144046783447	2.097132444381714
5	0.299	0.473	1.1297409534454346	2.5321524143218994
16	0.265	0.415	1.1056666374206543	2.2877092361450195
19	0.296	0.479	1.33314847946167	2.9119229316711426
11	0.262	0.395	0.8539016246795654	1.6257948875427246
3	0.322	0.488	1.351222276687622	2.7562108039855957
29	0.395	0.631	1.8217952251434326	4.645104885101318
5	0.199	0.28400000000000003	0.45325541496276855	0.7893445491790771
37	0.428	0.925	3.4649817943573	8.910658359527588
8	0.221	0.294	0.643629789352417	0.9994399547576904
15	0.43199999999999994	0.758	2.628679037094116	6.250235319137573
6	0.234	0.298	0.6185462474822998	0.987870454788208
19	0.356	0.5409999999999999	1.1023340225219727	2.1823925971984863
26	0.403	0.635	1.8000807762145996	3.3215084075927734
27	0.313	0.558	1.934422492980957	4.148358583450317
3	0.354	0.6599999999999999	2.0192723274230957	3.7355995178222656
31	0.382	0.702	2.454245090484619	5.821431398391724
42	0.597	1.0779999999999998	3.9870195388793945	12.087238311767578
16	0.305	0.503	1.3135333061218262	2.4535515308380127
6	0.259	0.303	0.6164388656616211	0.995187520980835
5	0.23099999999999998	0.268	0.5451948642730713	0.825782299041748
31	0.377	0.723	2.0861668586730957	5.252172231674194
6	0.238	0.29200000000000004	0.6123652458190918	0.9339163303375244
29	0.381	0.648	2.15844988822937	4.794537305831909
15	0.27	0.442	1.1462671756744385	2.308629035949707
22	0.3	0.494	1.575798749923706	2.8582606315612793
8	0.294	0.484	1.4193992614746094	2.6739296913146973
8	0.27	0.369	0.5901010036468506	1.3485779762268066
8	0.279	0.379	0.848275899887085	1.7651968002319336
19	0.328	0.5660000000000001	1.6834354400634766	4.146136283874512
15	0.273	0.406	1.0462617874145508	2.0565831661224365
6	0.22499999999999998	0.277	0.486924409866333	0.8850328922271729
14	0.28900000000000003	0.391	0.9566352367401123	1.8995835781097412
10	0.24100000000000002	0.344	0.7282471656799316	1.5552067756652832
15	0.266	0.37	1.0190770626068115	2.0317091941833496
16	0.32999999999999996	0.422	1.0189447402954102	1.8191146850585938
18	0.299	0.446	1.2716360092163086	2.5178983211517334
23	0.313	0.5309999999999999	1.399691104888916	2.555504083633423
17	0.332	0.471	1.247793436050415	2.269510269165039
17	0.29900000000000004	0.401	1.129582405090332	2.1629631519317627
7	0.218	0.275	0.6415951251983643	0.8589155673980713
6	0.217	0.27499999999999997	0.6073806285858154	0.9281899929046631
13	0.257	0.389	0.9657349586486816	2.0845425128936768
10	0.227	0.29500000000000004	0.788384199142456	1.261193037033081
10	0.256	0.323	0.7363638877868652	1.2993154525756836
10	0.258	0.31	1.0224716663360596	2.095905303955078
29	0.32799999999999996	0.567	1.7930829524993896	4.508856534957886
10	0.254	0.388	1.055408239364624	1.8988144397735596
4	0.218	0.245	0.564424991607666	0.8308396339416504
5	0.21000000000000002	0.249	0.46683263778686523	0.7446913719177246
9	0.244	0.313	0.6756980419158936	1.1162729263305664
6	0.34400000000000003	0.608	2.062408447265625	4.9676172733306885
30	0.34500000000000003	0.662	2.241765022277832	4.863813161849976
9	0.254	0.369	1.0274434089660645	1.9939045906066895
15	0.319	0.5609999999999999	1.881040334701538	3.7650370597839355
14	0.276	0.443	1.0496304035186768	1.8739097118377686
32	0.45399999999999996	0.788	2.5781428813934326	6.115459680557251
9	0.22999999999999998	0.309	0.7087926864624023	1.2431726455688477
3	0.191	0.23399999999999999	0.40632104873657227	0.8465864658355713
8	0.209	0.262	0.6354029178619385	1.0146589279174805
4	0.195	0.22899999999999998	0.40500402450561523	0.7148408889770508
9	0.23199999999999998	0.321	0.7384288311004639	1.7036888599395752
4	0.192	0.236	0.43722033500671387	0.6579568386077881
4	0.2	0.249	0.42161989212036133	0.6421833038330078
11	0.23199999999999998	0.34099999999999997	0.834320068359375	1.5085361003875732
33	0.38	0.766	2.032918930053711	4.5102128982543945
11	0.319	0.6439999999999999	1.7417995929718018	3.517941474914551
8	0.23399999999999999	0.315	0.6771936416625977	1.2862780094146729
10	0.245	0.381	0.7340819835662842	1.3710546493530273
31	0.399	0.6739999999999999	2.1369168758392334	4.759151458740234
9	0.28500000000000003	0.503	1.4088146686553955	2.6183061599731445
20	0.32799999999999996	0.512	1.4028918743133545	2.9203433990478516
9	0.301	0.44899999999999995	1.1318159103393555	2.250436305999756
15	0.291	0.404	1.1279680728912354	2.0347681045532227
9	0.293	0.427	1.0338470935821533	2.068284034729004
9	0.232	0.319	0.7562727928161621	1.4069156646728516
23	0.374	0.5860000000000001	1.4748668670654297	3.77146315574646
19	0.33699999999999997	0.507	1.4794723987579346	2.9803695678710938
19	0.32999999999999996	0.475	1.1613726615905762	2.5786430835723877
15	0.302	0.45499999999999996	1.3479862213134766	3.117271900177002
33	0.404	0.777	2.489494562149048	6.020028591156006
38	0.387	0.722	2.4971954822540283	6.505460023880005
30	0.38	0.688	2.084010601043701	4.861686944961548
20	0.321	0.604	1.4647190570831299	3.3803298473358154
42	0.537	1.115	4.439896821975708	26.71924924850464
7	0.3	0.483	1.3262414932250977	3.196615695953369
36	0.438	0.869	3.476865530014038	8.28231167793274
7	0.223	0.34099999999999997	0.7154288291931152	1.2643823623657227
23	0.363	0.7250000000000001	2.049774646759033	4.335564136505127
6	0.251	0.31	0.8588404655456543	1.4983434677124023
10	0.28900000000000003	0.372	0.8336656093597412	1.6203830242156982
6	0.21400000000000002	0.23299999999999998	0.5151965618133545	0.9596452713012695
6	0.276	0.355	1.0427377223968506	2.1711649894714355
22	0.349	0.486	1.5351831912994385	3.141244411468506
15	0.28800000000000003	0.44	1.2428250312805176	2.4253933429718018
11	0.25	0.319	0.9502837657928467	1.697402000427246
13	0.244	0.32	0.8513596057891846	1.6218063831329346
20	0.263	0.434	1.3691961765289307	2.4911208152770996
4	0.26	0.40700000000000003	1.0809757709503174	2.43009877204895
8	0.262	0.311	0.9334235191345215	1.6037817001342773
11	0.271	0.318	0.8477723598480225	1.5277433395385742
16	0.306	0.427	1.3709521293640137	2.8226048946380615
8	0.29100000000000004	0.37	0.9007613658905029	1.629145860671997
8	0.254	0.307	0.6710894107818604	1.1791136264801025
30	0.409	0.747	2.765216827392578	7.540237188339233
27	0.37	0.659	2.2668113708496094	5.25180196762085
9	0.317	0.45099999999999996	1.5716826915740967	3.2638468742370605
2	0.35900000000000004	0.638	2.0813755989074707	4.775441408157349
6	0.28300000000000003	0.489	1.3746159076690674	2.45599627494812
4	0.28600000000000003	0.405	1.5015530586242676	2.874483585357666
18	0.28200000000000003	0.45499999999999996	1.431581974029541	2.8425283432006836
14	0.33699999999999997	0.52	1.8958642482757568	4.017249822616577
11	0.28300000000000003	0.432	1.1554603576660156	2.89103102684021
10	0.294	0.40800000000000003	1.2258148193359375	2.3585259914398193
28	0.346	0.587	2.1570804119110107	4.885434627532959
15	0.341	0.595	1.9468309879302979	5.985870122909546
23	0.409	0.796	3.715672016143799	10.25425124168396
14	0.262	0.405	0.9757015705108643	2.0355565547943115
2	0.46199999999999997	0.9430000000000001	3.2585980892181396	8.100906372070312
15	0.326	0.513	1.656402587890625	3.6018755435943604
6	0.346	0.607	2.037548542022705	4.408236980438232
12	0.214	0.308	0.7339234352111816	1.5068798065185547
14	0.335	0.5589999999999999	1.8114497661590576	3.8044497966766357
24	0.377	0.643	2.6705849170684814	5.766279935836792
